gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract
0,1,0,0,1,1,1,25,209.085262301992,1.0
1,0,1,0,1,1,0,34,98.41828194852472,1.0
0,1,1,0,1,12,1,31,44.21156334269697,11.0
1,1,0,0,1,6,0,27,50.02462888290405,6.0
1,1,0,0,1,6,1,32,181.53372447544731,6.0
1,1,1,1,1,6,1,28,311.84463570735056,6.0
0,1,0,0,1,1,0,24,140.12753386679398,1.0
1,0,1,0,1,1,0,30,117.49205204716299,1.0
0,1,0,0,1,6,0,29,175.18196694176956,5.0
0,0,1,0,1,1,0,31,89.53706164603625,1.0
0,1,1,1,1,1,1,34,40.92645527181149,1.0
0,0,0,0,1,1,0,32,329.32487074299604,1.0
0,1,0,0,1,1,1,27,126.4448829509528,1.0
0,1,1,0,1,6,1,31,159.62283673054998,6.0
0,1,1,0,1,12,0,28,160.80227941855563,9.0
1,1,0,0,1,12,0,30,40.56140610026554,12.0
0,0,0,0,1,6,1,29,147.89097396334822,6.0
0,1,0,0,0,12,0,29,193.22458244891268,12.0
1,1,0,0,1,1,0,33,128.7997304315177,1.0
0,1,0,0,1,6,1,27,143.74639032644194,6.0
1,1,0,0,1,6,0,31,167.300527959547,6.0
1,1,0,0,1,1,0,25,79.194168262276,1.0
0,1,1,1,1,1,0,28,34.672963274148,1.0
0,1,1,1,1,6,0,25,156.5842158891444,6.0
0,1,0,0,1,1,0,27,115.80088265036831,1.0
1,1,0,0,1,1,0,26,164.0971687621719,1.0
1,0,0,0,1,12,0,30,98.93377584614878,11.0
0,1,0,0,1,1,1,33,187.07589277837639,1.0
0,0,0,0,1,1,0,27,101.23116510035663,1.0
1,1,1,1,1,1,0,32,51.576585480532245,1.0
0,1,0,0,1,1,1,28,89.2262372962052,1.0
1,1,0,0,1,1,1,25,41.607767773994865,1.0
1,1,1,1,1,12,0,29,205.98529439440202,12.0
1,1,0,1,1,1,1,28,133.3190627011547,1.0
0,0,1,0,1,1,0,25,230.1676463294368,1.0
0,1,1,0,1,1,0,26,210.06113437303418,1.0
1,1,0,1,1,6,0,27,89.59568360998544,6.0
1,1,1,1,1,12,0,30,184.2277468021257,12.0
1,1,1,1,1,6,0,27,4.441153749483568,6.0
1,1,0,0,1,6,0,26,157.48916119076657,6.0
1,1,1,1,1,12,1,28,96.10546381943527,12.0
1,1,1,1,1,6,0,27,124.28973204922536,5.0
1,1,1,0,1,12,1,26,169.93331653447044,12.0
0,0,0,0,1,6,1,32,150.81280902257126,6.0
1,1,0,0,1,12,1,27,176.19584154812839,12.0
0,1,1,0,1,6,0,28,100.8154474215021,6.0
0,1,1,1,1,12,0,29,174.89004397221638,12.0
1,1,0,0,1,1,0,30,13.37447848404922,1.0
1,1,0,0,1,1,1,35,164.4668461950556,1.0
1,1,1,0,1,1,0,27,155.7219615127469,1.0
0,1,1,1,0,12,1,27,73.76776298570985,12.0
0,1,0,0,1,1,0,28,246.49808353969001,1.0
1,1,0,0,1,1,0,29,164.97010454678997,1.0
0,1,1,0,1,12,0,30,100.78718167984863,2.0
1,1,1,1,1,12,1,27,305.4156023174984,12.0
1,1,0,0,1,1,1,25,188.08137918542343,1.0
0,1,1,1,1,1,1,26,47.88344717071824,1.0
1,0,0,0,1,1,0,26,136.69025980947833,1.0
0,1,0,0,1,1,1,29,154.93646554913738,1.0
1,1,0,0,1,6,1,37,205.6317507422044,5.0
0,1,1,0,1,1,1,31,142.2705781655385,1.0
1,0,0,0,1,1,0,28,56.823615287203424,1.0
0,1,1,0,1,1,0,30,12.507381734421164,1.0
1,1,0,0,1,1,0,33,143.29041000576166,1.0
1,1,0,0,1,1,0,29,249.58222417759785,1.0
1,1,0,0,1,1,0,32,230.77080716892502,1.0
1,1,1,0,0,1,0,29,1.7676540990848082,1.0
0,1,1,1,1,6,0,31,144.82199315812056,6.0
1,1,1,0,1,1,0,24,8.589786393163562,1.0
0,1,1,0,1,12,1,30,110.76671569561415,12.0
1,1,1,1,1,1,0,30,164.1453062156044,1.0
1,1,0,0,1,1,0,33,160.0564055282076,1.0
1,0,0,0,1,6,1,30,176.74025965981343,5.0
0,1,0,0,1,6,0,31,226.26363214079743,6.0
0,1,0,0,1,1,0,29,11.70513852163944,1.0
1,1,0,0,1,1,0,33,37.83689018898726,1.0
1,1,1,0,1,12,0,32,139.8009395134986,12.0
1,1,0,0,1,1,0,28,265.68202331436567,1.0
0,1,0,0,1,1,1,36,347.17776197883745,1.0
0,1,1,0,1,1,1,30,234.93065672083097,1.0
0,1,0,0,1,1,1,31,151.13081781868527,1.0
0,1,0,0,1,1,0,32,49.62812067439511,1.0
1,1,1,1,0,6,1,32,69.49010100713531,5.0
1,1,0,0,1,1,0,30,115.13026809051144,1.0
1,1,0,0,1,1,1,28,86.51448971003259,1.0
1,1,0,0,1,1,0,32,194.5799728501643,1.0
1,0,1,1,1,6,0,31,4.596832680778192,5.0
0,1,1,0,1,12,0,35,101.42650543789676,11.0
0,1,1,1,1,12,1,33,132.7898996701997,11.0
0,0,0,0,0,12,0,29,181.10997605886428,11.0
1,1,1,0,1,1,0,26,50.629126924833095,1.0
0,1,0,0,1,1,0,29,89.22618365195898,1.0
1,1,0,0,0,1,0,30,314.0111374683157,1.0
1,1,0,0,1,1,0,32,137.8402323110118,1.0
0,1,0,0,1,1,1,26,115.21511192457191,1.0
1,0,1,0,1,12,1,27,206.47969158403717,12.0
1,0,1,0,0,1,1,28,213.4818374315373,1.0
0,1,0,0,1,6,1,31,90.56782224393177,6.0
0,1,1,1,1,12,0,29,201.51919826838287,11.0
0,0,1,0,1,1,0,30,55.17748573787463,1.0
1,1,0,0,1,6,1,28,176.98367874567487,6.0
1,0,1,0,0,1,0,31,99.650031957916,1.0
0,1,0,0,1,1,1,30,223.4321608636536,1.0
1,1,1,1,1,1,0,30,171.3715874036377,1.0
1,1,0,0,0,1,1,29,49.92619769750689,1.0
0,1,1,1,1,1,0,25,41.37666628689307,1.0
1,1,0,0,1,6,0,26,128.95598022357177,6.0
0,1,1,1,1,12,1,27,107.36167718802298,11.0
0,1,1,1,1,12,0,33,209.586262826264,4.0
0,1,0,0,1,1,0,28,221.66353953265246,1.0
0,1,0,0,1,1,0,23,108.91900146135453,1.0
1,1,1,0,1,12,1,31,199.3118396210017,9.0
0,0,1,0,1,1,0,27,61.634682802060716,1.0
1,1,0,0,1,1,0,26,90.23184976967512,1.0
1,1,1,1,1,6,1,31,85.67188747728186,6.0
1,1,0,0,1,1,0,29,90.75213271520417,1.0
1,1,0,0,1,1,1,26,6.501307219115383,1.0
1,0,0,0,1,1,0,27,145.5909591677639,1.0
1,0,1,0,1,1,1,30,185.3448225500459,1.0
1,1,1,1,0,6,0,37,297.668013660822,6.0
1,1,1,1,1,12,0,33,172.7967813835641,10.0
1,1,0,0,1,1,1,26,222.291129488288,1.0
0,1,1,0,1,1,1,27,22.003879829883843,1.0
1,1,0,0,1,1,0,28,37.89273246980474,1.0
1,1,0,0,1,6,0,21,103.49669127175184,4.0
1,1,1,1,1,12,0,32,175.85050096709577,12.0
1,1,0,1,1,1,0,28,182.84417859983608,1.0
0,1,0,0,1,1,0,28,185.44328441548816,1.0
1,1,0,1,1,1,1,28,67.03548209581632,1.0
0,1,0,0,0,1,0,26,70.01014389183614,1.0
0,1,1,0,1,12,1,33,236.6661017522836,8.0
0,1,0,0,1,1,1,33,149.99526069491017,1.0
0,1,1,1,1,1,1,22,227.3578352043616,1.0
1,1,1,1,1,1,0,33,286.6569804994007,1.0
1,1,1,0,1,6,0,24,117.1819370105985,6.0
0,1,0,0,1,1,0,32,178.32457623433967,1.0
1,1,1,0,1,1,0,30,20.104536205532526,1.0
1,1,1,0,1,6,1,31,97.67744525363173,3.0
1,1,1,1,1,12,1,30,176.93182107957887,8.0
1,1,0,0,1,1,0,24,56.521768622486704,1.0
0,1,0,0,1,12,0,34,45.30604136707112,12.0
0,1,1,1,1,1,0,31,40.77010576445803,1.0
1,1,0,0,1,12,0,31,102.20121446556587,11.0
0,1,1,1,1,12,0,26,67.41531683136465,10.0
0,1,0,0,1,1,0,29,314.77312204869384,1.0
1,1,0,1,1,1,0,25,89.49844482068278,1.0
1,1,0,0,0,6,1,29,90.93717436641347,6.0
0,1,1,0,0,12,1,29,76.98980399681413,12.0
1,1,1,0,1,1,0,30,282.3993094501442,1.0
1,1,0,0,1,6,1,28,60.82184537112102,5.0
1,1,0,0,1,6,0,30,306.336282487623,4.0
0,1,0,0,1,1,0,32,123.55131858462364,1.0
0,1,0,1,1,1,1,26,160.65567644840962,1.0
0,1,1,1,0,6,0,23,98.45743537877766,6.0
1,1,1,1,1,6,1,35,157.27722205736185,6.0
1,1,1,0,1,1,1,31,122.97989379599308,1.0
1,1,1,0,1,1,0,30,96.58272589253264,1.0
1,1,0,0,1,6,0,28,264.8428070832699,6.0
0,1,1,1,1,12,0,30,260.12249843165125,12.0
0,1,0,0,1,12,1,32,146.27192692120812,4.0
0,1,1,1,1,6,1,29,87.46739326688527,6.0
0,1,0,0,1,1,0,29,24.81256248331232,1.0
0,1,0,0,1,1,0,35,2.6035773226769123,1.0
1,1,1,1,1,6,0,29,105.49415955961919,6.0
0,1,0,0,1,1,1,29,85.59949627233134,1.0
1,1,0,0,1,12,0,31,98.74398741921766,12.0
1,1,0,0,1,1,0,24,121.74294102393112,1.0
0,1,0,0,1,1,1,29,221.12207552701958,1.0
0,1,0,0,1,1,0,29,23.033878116390753,1.0
0,0,1,0,0,12,0,26,121.18150202969036,12.0
1,1,0,0,0,12,1,26,122.955748575355,12.0
1,1,1,0,1,1,1,34,325.9932014842458,1.0
0,0,0,0,1,1,1,27,48.08795386623237,1.0
1,1,1,1,1,1,1,29,54.99155190262778,1.0
1,1,1,1,1,6,1,28,270.3999201465789,6.0
1,1,0,0,0,1,0,32,166.1531216426614,1.0
1,1,0,0,1,1,1,34,73.4815509080304,1.0
0,1,0,0,1,1,0,27,100.53653357713706,1.0
0,1,0,0,1,1,0,26,134.17369455411065,1.0
1,0,1,0,1,12,0,31,105.145601883579,11.0
1,1,0,0,1,1,0,25,16.942102977533626,1.0
1,1,0,0,1,1,0,26,49.31143803096592,1.0
1,1,0,1,1,1,0,25,167.65130845742408,1.0
1,1,1,1,1,12,1,33,243.44922539220684,12.0
0,1,1,0,1,1,1,28,57.8439430805731,1.0
1,1,0,0,1,6,0,29,18.643274544355187,6.0
0,1,1,1,1,6,0,28,186.4047258893327,6.0
0,1,1,1,1,1,1,27,114.60041258357172,1.0
0,0,1,0,1,12,0,27,157.5308822269443,12.0
0,1,1,1,1,1,0,26,247.32623642109803,1.0
1,1,1,1,1,12,0,32,26.234878981269606,12.0
1,1,1,1,1,6,1,31,191.52031040635063,6.0
1,1,0,0,1,12,1,32,260.2251424198106,12.0
0,1,0,0,1,12,0,36,95.49786804587023,12.0
0,1,0,0,0,6,0,28,103.75830286490894,6.0
1,1,0,0,1,1,0,27,74.5310134037262,1.0
1,1,0,0,1,1,1,35,35.66437608768858,1.0
1,0,1,0,1,12,0,26,147.4466501599095,4.0
0,1,1,0,1,1,1,27,67.47297297849227,1.0
1,1,0,0,1,1,1,29,105.26650445119526,1.0
1,1,1,1,1,1,0,28,57.847267259349664,1.0
0,1,1,1,1,12,1,28,84.02868110958906,10.0
1,1,1,0,1,12,1,32,137.74556676302615,12.0
1,1,0,0,1,1,0,26,60.642217016013696,1.0
1,1,0,0,1,1,1,33,97.62361718473122,1.0
1,1,0,0,1,1,1,28,161.5451408848667,1.0
1,1,1,0,1,1,1,32,40.51433927089151,1.0
1,1,1,1,1,6,1,27,70.64277601917334,5.0
1,1,0,0,1,1,1,36,169.59272492364653,1.0
0,1,0,0,1,1,0,31,207.83762543299164,1.0
0,0,1,0,1,1,0,27,286.73251724801634,1.0
1,1,1,0,1,12,1,30,89.99404113554657,12.0
1,1,1,1,1,6,1,27,91.11360499957395,5.0
0,1,1,0,1,12,1,32,2.919196263219064,12.0
1,1,1,1,1,12,1,29,298.5444053830612,12.0
1,1,0,0,1,1,0,28,60.592262054219475,1.0
0,1,1,1,1,12,1,30,12.472956537805187,7.0
1,0,0,0,1,1,0,26,210.39530401338158,1.0
1,1,0,1,0,1,1,36,193.32018500844464,1.0
0,1,1,1,1,1,1,25,87.95891689049293,1.0
0,1,1,1,1,1,1,27,197.23108297288533,1.0
0,1,0,1,1,1,1,24,198.97169698732472,1.0
0,1,1,1,1,12,0,34,367.0322491839666,9.0
1,1,0,0,1,1,1,31,135.9155585205089,1.0
1,1,1,1,1,6,1,31,157.3873407991097,6.0
1,1,1,0,1,6,1,24,16.02522075163661,6.0
0,1,0,0,1,12,1,24,241.2919551204216,12.0
1,0,0,0,1,1,0,27,169.61084002893483,1.0
0,1,1,1,1,6,0,32,211.21864117699826,4.0
1,0,0,0,1,1,0,27,70.44682145187075,1.0
0,1,0,0,1,6,1,23,255.93561696663548,6.0
0,0,1,0,1,1,0,29,109.1531165109852,1.0
0,1,0,0,1,12,0,24,193.22289934396926,12.0
1,1,0,0,1,12,1,36,254.9954272657001,12.0
0,1,1,0,0,1,0,29,5.283815422620152,1.0
1,1,1,0,1,12,1,34,244.8518468221684,9.0
0,1,0,0,1,1,0,25,169.98932027731325,1.0
1,1,1,0,1,6,0,26,86.27952309859894,6.0
1,1,1,0,1,12,0,34,177.86782208879947,12.0
0,1,0,0,1,1,1,33,96.93117512897362,1.0
1,1,1,1,1,1,0,28,158.87271337677475,1.0
0,1,1,0,0,1,1,32,89.95276171319601,1.0
1,1,0,0,1,1,0,25,183.82070522776257,1.0
0,1,0,1,1,12,1,30,76.16745242463945,7.0
0,0,1,0,1,6,0,30,56.21319796478779,6.0
1,1,1,1,1,6,1,28,129.78560971994938,6.0
0,1,0,0,1,6,1,33,93.52435609491522,6.0
1,1,1,0,1,1,0,27,227.4858691725933,1.0
0,1,0,0,1,1,0,28,262.7072860121793,1.0
1,1,1,0,1,6,0,27,72.22102474436066,6.0
1,1,1,0,0,12,0,30,261.59130538426916,12.0
1,1,1,1,0,12,1,33,217.74833706755797,12.0
0,1,0,1,1,1,0,26,128.00009056951254,1.0
1,1,0,0,1,1,0,24,186.63884373535006,1.0
0,1,1,1,1,6,1,28,277.04987552168745,6.0
1,1,1,1,1,1,0,31,11.485170350947234,1.0
1,0,1,0,1,6,1,27,18.274197380167124,6.0
0,0,0,0,0,1,0,29,45.435351284437004,1.0
1,1,0,0,1,1,1,33,0.5105450971712742,1.0
0,1,0,0,1,1,0,29,128.66448203926282,1.0
0,1,0,0,1,1,0,30,52.87123413334648,1.0
0,1,0,1,0,6,1,37,215.78690470073502,4.0
1,1,0,0,1,12,1,31,170.0277071219676,9.0
1,0,1,0,1,1,0,24,61.48417154719664,1.0
0,1,0,0,1,1,0,26,202.84445099448916,1.0
0,1,0,0,1,1,1,27,472.318896556732,1.0
0,0,0,0,1,1,0,29,20.530951465039934,1.0
1,1,1,0,1,6,0,30,79.49454486500572,2.0
1,1,0,0,1,1,1,27,172.210086518131,1.0
0,1,0,0,1,12,0,22,39.366399385595905,12.0
0,1,0,1,1,1,0,29,243.3655275450069,1.0
1,1,0,0,1,6,1,32,134.41062780218905,6.0
0,1,0,0,1,1,0,27,40.14440798448394,1.0
1,1,0,0,1,1,0,26,26.670860744755263,1.0
1,1,0,0,1,1,0,31,67.94894197747135,1.0
1,1,1,0,1,12,1,31,63.48683114013944,12.0
0,1,0,0,0,1,1,30,122.00138968162615,1.0
0,0,0,0,1,12,1,28,6.196235627475687,9.0
0,1,1,1,1,1,1,30,210.99541233456227,1.0
1,1,0,0,0,1,1,31,208.4270551589004,1.0
1,1,1,0,1,6,1,30,249.4580465323491,6.0
0,0,1,0,1,1,1,25,212.74890697131642,1.0
0,0,0,0,1,1,0,26,2.0295612241212098,1.0
1,1,1,1,1,1,1,29,99.18427230799955,1.0
0,1,0,1,1,1,0,21,164.37422655965003,1.0
0,1,1,1,1,6,0,25,307.159369500642,5.0
1,1,0,0,1,12,1,31,94.38163036097721,12.0
0,1,0,0,1,6,1,31,216.65923057270302,6.0
0,1,1,0,0,6,1,33,6.506291216570383,5.0
1,0,0,0,1,1,0,20,117.76592211390852,1.0
1,1,0,0,1,6,0,32,138.2230764311242,6.0
0,1,0,0,1,1,0,29,47.967096309122546,1.0
0,1,1,1,0,6,0,34,16.97882303488592,5.0
0,1,0,0,1,1,0,30,135.3223058118352,1.0
1,1,1,1,1,6,1,32,49.84918936484681,6.0
1,1,0,0,1,6,0,26,309.77512913853843,6.0
0,1,0,0,1,1,0,30,303.07861592198725,1.0
1,1,0,0,1,1,0,23,91.59726955504844,1.0
1,1,0,0,1,6,0,28,280.1645328953488,6.0
0,1,1,0,1,12,0,29,173.70335930299217,12.0
0,1,1,1,1,1,1,30,85.90341301051356,1.0
0,1,0,0,1,1,1,27,88.26704378743122,1.0
0,1,1,0,1,12,1,38,76.99472205724037,12.0
1,0,1,0,1,1,0,25,145.74255064230698,1.0
1,0,0,0,1,1,1,24,103.83523560341072,1.0
0,1,0,0,1,1,1,25,120.5039509846644,1.0
0,0,0,0,1,1,1,23,220.22759776491841,1.0
1,0,0,0,1,1,1,23,125.35134141182924,1.0
1,1,1,1,1,6,0,32,169.7074136689757,4.0
0,0,0,0,1,1,0,29,147.43538881641345,1.0
1,1,0,0,1,1,0,23,215.9300032029624,1.0
0,1,0,0,1,1,1,30,129.22345793222684,1.0
0,1,0,0,1,1,0,35,224.019816887839,1.0
0,1,0,0,0,1,0,28,214.3299564687268,1.0
0,1,1,1,1,6,0,27,408.65823489505067,6.0
0,1,0,0,1,1,1,23,30.40974910851543,1.0
0,1,0,0,1,1,0,30,131.66258939549428,1.0
1,1,1,1,1,6,1,34,115.8692419392405,4.0
0,1,1,1,1,12,0,31,179.13493986172747,11.0
0,1,1,1,1,6,1,26,227.77347779311745,6.0
0,1,0,0,1,1,1,30,140.14766368853924,1.0
1,1,0,0,1,1,0,28,244.16602722539417,1.0
0,0,1,0,1,12,0,29,282.2401301549674,12.0
1,0,1,0,1,1,0,33,93.77860345256892,1.0
0,1,0,0,1,1,0,25,1.2576737792886092,1.0
1,1,0,0,1,1,0,30,98.70957181094086,1.0
0,1,1,1,1,1,1,29,460.9040079782911,1.0
0,1,1,0,1,1,0,31,331.56729595179263,1.0
1,1,1,0,1,1,1,33,162.89088239091882,1.0
0,1,0,0,1,12,0,31,29.197318313049017,10.0
1,0,0,0,1,1,0,32,212.54445404820285,1.0
0,1,1,1,1,1,0,28,266.10583581974856,1.0
1,0,1,0,1,1,0,29,193.10612524700304,1.0
0,0,0,0,1,1,0,30,32.64928000044888,1.0
1,1,0,0,1,1,0,27,76.46404326884523,1.0
0,1,1,1,0,12,1,26,26.83992581583405,12.0
0,1,1,0,1,1,0,35,104.26260229551264,1.0
0,1,0,0,1,1,0,26,109.52217868305868,1.0
0,1,0,0,1,1,1,31,126.36051542860564,1.0
0,0,0,0,0,1,0,31,139.6654565104351,1.0
1,1,0,0,1,6,1,33,167.5902863717333,6.0
0,1,1,0,1,1,0,27,109.89239360465638,1.0
0,1,0,0,1,1,0,30,108.81046040220345,1.0
0,1,1,1,1,12,0,32,137.84714667152315,11.0
1,0,1,1,0,1,1,26,179.27501917707423,1.0
1,0,0,0,1,1,0,34,190.10267111553745,1.0
1,1,1,1,1,1,1,35,126.8208182148902,1.0
0,1,0,0,1,1,1,34,244.28410645788347,1.0
0,1,1,0,1,6,0,31,206.76280950792443,6.0
0,1,0,0,1,6,0,28,134.9747944059709,5.0
0,0,0,0,1,1,0,30,155.0252109409992,1.0
0,1,0,0,1,6,1,30,184.7230306346789,6.0
0,1,0,0,1,1,1,25,173.26168125060485,1.0
0,1,0,0,1,1,0,25,266.29355491675807,1.0
1,1,0,0,1,1,0,26,134.6994102859598,1.0
1,1,0,0,1,1,0,33,191.94699927749332,1.0
0,1,1,1,1,12,1,24,92.46848374990678,12.0
1,0,0,0,1,1,0,33,80.52141252423884,1.0
1,1,1,0,1,12,1,31,69.31928874091552,12.0
0,1,1,1,1,6,1,28,4.74975346205413,6.0
0,1,1,1,0,1,1,27,62.17956217779064,1.0
0,0,0,0,1,1,1,31,93.60761084005381,1.0
1,1,0,0,1,12,1,27,22.460254344492718,12.0
0,1,0,0,1,1,0,26,189.31685441469008,1.0
0,1,0,0,0,1,0,28,33.592863094456895,1.0
0,0,0,0,0,1,0,26,6.333391056508546,1.0
1,1,0,0,1,1,0,34,445.9545267635789,1.0
1,0,0,0,0,1,0,27,10.847254901193011,1.0
1,0,1,0,1,1,0,28,191.71814435323867,1.0
0,1,1,1,0,12,1,33,347.5647591804475,12.0
0,1,0,0,1,6,0,31,260.22289730502393,6.0
0,1,1,0,1,12,0,30,188.66946574512315,12.0
1,1,0,0,0,1,0,28,104.55001837237013,1.0
0,1,1,0,1,1,0,27,151.00606961620932,1.0
0,1,0,0,1,1,1,32,67.58777453164369,1.0
1,1,0,0,1,6,1,31,263.4142856906876,4.0
1,1,1,0,1,12,0,27,38.70370109600368,12.0
0,0,1,1,1,1,1,24,118.40308982770752,1.0
0,1,0,0,1,12,0,32,175.31659286981582,11.0
1,1,0,0,1,1,0,29,49.09945187539921,1.0
0,1,1,1,1,6,0,31,248.3569549742783,6.0
0,1,1,1,1,6,1,27,74.5631273483407,6.0
0,0,0,0,1,1,0,31,49.8424766234962,1.0
1,1,0,0,1,1,0,26,132.30582257215093,1.0
1,1,0,0,1,1,0,27,223.0770265134266,1.0
1,0,0,0,1,1,0,28,134.02379452066302,1.0
0,1,1,1,1,6,1,23,35.276584810343046,5.0
1,1,1,1,1,6,0,25,150.8785117260243,6.0
1,1,0,0,1,1,1,28,202.8695714953415,1.0
0,1,1,1,1,12,1,28,228.29636455793764,12.0
1,1,1,0,1,12,1,26,80.66238212954931,12.0
1,1,1,1,1,6,0,30,25.88918028240198,6.0
1,1,1,1,1,6,0,32,131.51536084019958,5.0
0,1,1,0,1,1,1,29,219.4367262187751,1.0
1,1,0,0,1,1,0,27,17.911351076405712,1.0
0,1,1,1,1,1,0,27,7.65208997925555,1.0
0,1,1,1,0,12,1,31,47.107326617153,11.0
0,1,1,0,1,6,1,31,287.1859956447229,6.0
1,1,1,1,1,12,1,27,20.447039624125626,12.0
0,1,1,1,1,1,0,27,48.8267527356102,1.0
1,0,0,0,1,1,0,33,153.6732461061313,1.0
1,1,0,0,1,12,0,31,116.05408247589642,10.0
1,1,0,0,1,1,1,26,84.32011180145994,1.0
0,1,0,0,1,1,0,31,282.45068184937486,1.0
1,1,1,1,1,12,1,31,142.57992704753548,12.0
0,1,0,0,1,1,1,31,140.41634640733795,1.0
0,0,0,0,1,1,0,31,71.47910800529985,1.0
1,1,1,1,1,6,1,27,216.0170714134423,6.0
1,1,0,0,1,6,1,27,204.40896731152702,6.0
1,1,1,1,1,6,1,32,90.24237917915757,6.0
1,1,0,0,1,12,1,26,45.562326174271575,2.0
0,1,0,1,1,6,1,30,175.56115857345242,4.0
0,1,1,0,1,1,0,28,144.83877992112414,1.0
0,1,1,0,1,6,1,36,31.551994431159912,6.0
0,1,0,0,1,1,0,28,110.25890823229976,1.0
0,0,0,0,1,1,0,32,243.77701014924992,1.0
0,1,1,1,1,12,1,26,269.15033642222386,12.0
0,1,0,0,1,6,0,27,172.58541174768413,6.0
0,1,0,0,1,1,0,24,149.85863472718805,1.0
1,1,1,1,0,12,1,30,256.68535478657867,11.0
0,1,0,0,1,6,1,29,228.53675325643096,5.0
1,0,0,0,1,1,0,25,168.60971463349932,1.0
0,1,0,0,1,12,1,33,161.53532327054938,9.0
0,1,0,0,1,1,0,33,97.80943720551828,1.0
1,1,1,1,1,12,1,33,241.43728372389302,11.0
0,1,0,0,1,12,0,32,52.21675282986959,12.0
1,0,1,0,1,1,0,26,21.603779133303558,1.0
0,1,0,0,1,1,0,32,173.78972538583088,1.0
0,0,0,0,1,1,1,31,30.864817430912765,1.0
1,1,0,1,1,1,1,31,101.323360154516,1.0
1,1,1,1,1,12,0,30,293.59003001557545,12.0
1,1,1,1,1,1,0,35,114.34709182103018,1.0
0,1,0,0,1,1,0,30,269.84706484184693,1.0
0,1,1,0,1,12,1,30,69.39137422013381,8.0
1,1,0,0,1,1,1,29,154.7098169226145,1.0
1,1,1,0,1,12,1,27,164.31955679589976,10.0
0,1,0,0,1,1,1,31,171.90843623691978,1.0
1,1,0,1,1,12,1,28,215.85262915037532,12.0
0,0,0,0,0,1,0,23,154.5452103820751,1.0
0,1,0,1,0,1,0,30,165.24958649485296,1.0
0,1,1,1,1,6,1,30,198.5785144284624,5.0
1,0,1,0,1,1,0,33,287.8679842998414,1.0
0,1,0,0,1,1,0,31,90.12913290806708,1.0
1,1,0,0,1,1,0,30,203.4717522786964,1.0
1,1,0,0,0,1,1,32,89.98505806299778,1.0
1,1,0,0,1,1,0,35,1.600346951440585,1.0
0,1,0,0,1,1,0,26,127.46449929048175,1.0
1,1,1,0,1,1,0,28,65.3011863314245,1.0
1,1,0,0,1,12,0,37,299.17953733356467,12.0
1,1,1,1,1,12,1,30,246.07906296624446,9.0
1,1,1,1,1,12,1,34,262.9931157829711,9.0
0,1,1,1,1,6,1,27,259.92553579305815,6.0
0,0,0,0,1,1,1,32,70.06782540019435,1.0
0,1,1,1,1,12,0,30,158.4071384442397,11.0
0,1,0,0,1,1,0,21,265.944604572652,1.0
0,1,1,1,1,12,0,24,204.61294994263653,12.0
1,0,0,0,1,1,0,31,80.9073366403753,1.0
1,0,0,0,1,6,1,30,250.6977994168339,6.0
0,1,1,1,1,12,1,34,96.0876091758984,11.0
0,1,1,0,1,6,1,35,225.1850042759018,6.0
0,1,0,0,1,1,0,26,147.9656408078873,1.0
1,1,1,0,1,1,1,23,81.20212028036187,1.0
0,1,0,0,1,1,1,26,161.14258537039876,1.0
0,0,0,0,1,1,0,25,125.70563462198736,1.0
1,1,0,1,1,1,1,27,180.02602210873505,1.0
1,1,1,0,1,1,0,34,21.794636302046104,1.0
0,1,1,1,1,6,1,27,37.679740507909386,6.0
1,1,0,0,0,1,0,23,257.7217488706427,1.0
0,1,0,1,1,6,0,29,98.6952598267108,5.0
1,1,0,0,1,12,0,36,156.80975640745154,12.0
1,0,1,0,1,1,1,26,38.7980962590864,1.0
0,1,1,1,1,6,1,28,242.15224265279164,6.0
0,1,0,1,1,12,0,30,196.70175333431598,12.0
1,1,0,0,0,6,1,31,278.59917093721407,6.0
1,1,1,0,1,1,0,31,11.916705165936275,1.0
0,0,1,1,1,1,0,30,84.78552222511374,1.0
0,1,1,1,1,12,1,24,125.43144201013806,10.0
0,1,1,1,1,1,0,31,187.3612457644976,1.0
0,0,0,0,1,1,0,29,81.6317751381772,1.0
0,0,1,0,1,12,1,32,552.5907403868798,12.0
0,1,0,0,1,12,1,32,290.04739352712,11.0
0,0,0,0,0,1,0,31,279.0033804874264,1.0
1,1,1,0,1,1,0,32,180.7635899102696,1.0
0,0,0,0,1,1,0,29,154.97800029707574,1.0
1,1,1,0,1,12,1,35,147.8265127392659,12.0
0,0,0,0,0,1,0,31,136.9172943213195,1.0
0,1,0,0,0,1,0,30,107.73050682718424,1.0
1,1,0,0,1,1,0,26,195.0872189157629,1.0
1,0,0,0,1,1,1,28,161.8120374777373,1.0
1,1,0,0,1,12,0,25,223.25045973551929,12.0
1,1,0,0,1,6,1,34,110.95673103075208,6.0
1,1,0,0,1,12,1,30,283.54120445319506,12.0
1,1,0,1,1,12,1,30,140.98675852112308,10.0
0,1,1,0,1,6,1,29,13.295275364007326,6.0
1,1,0,0,1,6,1,31,219.6158757471227,6.0
0,1,1,0,1,1,0,30,93.94496816886699,1.0
1,1,1,0,1,1,0,28,247.59890768086257,1.0
0,0,1,1,1,12,0,30,47.302766561177634,12.0
